variant,label,positives,auroc,threshold,balanced_acc
1lead_II_bandpass,NONSPECIFIC INTRAVENTRICULAR BLOCK,79,0.667,0.01,0.5
1lead_II_bandpass,MASKED BY FASCICULAR BLOCK,0,,,
1lead_II_bandpass,PEDIATRIC ECG ANALYSIS,0,,,
1lead_II_bandpass,BLOCKED,0,,,
1lead_II_bandpass,WITH UNDETERMINED RHYTHM IRREGULARITY,0,,,
1lead_II_bandpass,LEFTWARD AXIS,0,,,
1lead_II_bandpass,WITH 2ND DEGREE SA BLOCK MOBITZ I,0,,,
1lead_II_bandpass,ACUTE,0,,,
1lead_II_bandpass,ABNORMAL LEFT AXIS DEVIATION,0,,,
1lead_II_bandpass,WITH COMPLETE HEART BLOCK,0,,,
1lead_II_bandpass,NO P-WAVES FOUND,0,,,
1lead_II_bandpass,ST LESS ELEVATED IN,0,,,
1lead_II_bandpass,WITH RETROGRADE CONDUCTION,0,,,
1lead_II_bandpass,ST MORE ELEVATED IN,0,,,
1lead_II_bandpass,JUNCTIONAL BRADYCARDIA,0,,,
1lead_II_bandpass,WITH VARIABLE AV BLOCK,0,,,
1lead_II_bandpass,ANTERIOR INJURY PATTERN,0,,,
1lead_II_bandpass,WITH JUNCTIONAL ESCAPE COMPLEXES,0,,,
1lead_II_bandpass,ACUTE MI,0,,,
1lead_II_bandpass,ACUTE PERICARDITIS,0,,,
1lead_II_bandpass,POSTERIOR INFARCT,0,,,
1lead_II_bandpass,IDIOVENTRICULAR RHYTHM,0,,,
1lead_II_bandpass,WITH 2ND DEGREE SA BLOCK MOBITZ II,0,,,
1lead_II_bandpass,R IN AVL,0,,,
1lead_II_bandpass,SINUS/ATRIAL CAPTURE,0,,,
1lead_II_bandpass,AV DUAL-PACED COMPLEXES,0,,,
1lead_II_bandpass,INFEROLATERAL INJURY PATTERN,0,,,
1lead_II_bandpass,RBBB AND LEFT POSTERIOR FASCICULAR BLOCK,0,,,
1lead_II_bandpass,ANTEROLATERAL INJURY PATTERN,0,,,
1lead_II_bandpass,ATRIAL-PACED COMPLEXES,0,,,
1lead_II_bandpass,WITH SINUS PAUSE,0,,,
1lead_II_bandpass,BIVENTRICULAR HYPERTROPHY,0,,,
1lead_II_bandpass,ABNORMAL RIGHT AXIS DEVIATION,0,,,
1lead_II_bandpass,SUPRAVENTRICULAR COMPLEXES,0,,,
1lead_II_bandpass,WITH 2ND DEGREE AV BLOCK MOBITZ I,0,,,
1lead_II_bandpass,WITH 2:1 AV CONDUCTION,0,,,
1lead_II_bandpass,WITH AV DISSOCIATION,0,,,
1lead_II_bandpass,MULTIFOCAL ATRIAL TACHYCARDIA,0,,,
